종목코드,종목명
114810,아이원스
31310,아이즈비전
185490,아이진
59100,아이컴포넌트
149010,아이케이세미콘
52460,아이크래프트
119830,아이텍반도체
124500,아이티센
33660,아주캐피탈
32080,아즈텍WB
13310,아진산업
59120,아진엑스텍
23890,아트라스BX
101140,아티스
67160,아프리카TV
1540,안국약품
53800,안랩
251280,안지오랩
65660,안트로젠
271400,알로이스
1780,알루코
260660,알리코제약
2250,알보젠코리아
106080,알비케이이엠디
131370,알서포트
140670,알에스오토메이션
96610,알에프세미
61040,알에프텍
148250,알엔투테크놀로지
196170,알테오젠
123750,알톤스포츠
85810,알티캐스트
117670,알파홀딩스
267810,앙츠
18250,애경산업
161000,애경유화
196300,애니젠
205500,액션스퀘어
52790,액토즈소프트
131400,액트
238090,앤디포스
174900,앱클론
255440,야스
30960,양지사
102120,어보브반도체
224810,엄지하우스
41590,에너전트
19990,에너토크
11090,에넥스
208890,에듀케이션파트너
25980,에머슨퍼시픽
41440,에버다임
270660,에브리봇
38680,에스넷
217480,에스디생명공학
121890,에스디시스템
30270,에스마크
97780,에스맥
42110,에스씨디
65420,에스아이리소스
270210,에스알바이오텍
103230,에스앤더블류
260970,에스앤디
900080,에스앤씨엔진그룹
101490,에스앤에스텍
95910,에스에너지
31330,에스에이엠티
60540,에스에이티
158300,에스에이티이엔지
112240,에스에프씨
56190,에스에프에이
80000,에스엔유
160600,에스엔텍
263920,에스엔피월드
86460,에스엔피제네틱스
5850,에스엘
246250,에스엘에스바이오
41510,에스엠
7820,에스엠코어
251540,에스와이제이
109610,에스와이패널
12750,에스원
80440,에스제이케이
217910,에스제이켐
224020,에스케이씨에스
96630,에스코넥
69510,에스텍
41910,에스텍파마
234300,에스트래픽
39440,에스티아이
98660,에스티오
52020,에스티큐브
237690,에스티팜
50760,에스폴리텍
58610,에스피지
43340,에쎈테크
23960,에쓰씨엔지니어링
54630,에이디칩스
200710,에이디테크놀로지
140910,에이리츠
78520,에이블씨엔씨
203400,에이비온
3800,에이스침대
88800,에이스테크
138360,에이씨티
50320,에이앤티앤
15260,에이엔피
234070,에이원알폼
72990,에이치시티
44990,에이치엔에스하이텍
176440,에이치엔티
28300,에이치엘비
67630,에이치엘비생명과학
43220,에이치엘비파워
239610,에이치엘사이언스
226340,에이치엠씨3호스팩
44780,에이치케이
71670,에이테크솔루션
45660,에이텍
224110,에이텍티앤
21080,에이티넘인베스트
89530,에이티세미콘
182400,에이티젠
73570,에이티테크놀러지
109960,에이프로젠 H&G
7460,에이프로젠 KIC
3060,에이프로젠제약
43580,에임하이
214870,에치디프로
64510,에코마이스터
230360,에코마케팅
38870,에코바이오
86520,에코프로
38110,에코플라스틱
73540,에프알텍
64850,에프앤가이드
64090,에프앤리퍼블릭
36810,에프에스티
63440,에프엔씨애드컬쳐
173940,에프엔씨엔터
83500,에프엔에스테크
65160,에프티이앤이
54940,엑사이엔씨
950130,엑세스바이오
205100,엑셈
92870,엑시콘
67570,엔브이에이치코리아
101400,엔시트론
36570,엔씨소프트
217820,엔에스
138250,엔에스쇼핑
31860,엔에스엔
224760,엔에스컴퍼니
256630,엔에이치스팩10호
256840,엔에이치스팩11호
273060,엔에이치스팩12호
208860,엔지스테크널러지
183490,엔지켐생명과학
85310,엔케이
9810,엔케이물산
206400,엔터메이트
69410,엔텔스
48830,엔피케이
96870,엘디티
900140,엘브이엠씨홀딩스
61970,엘비세미콘
138690,엘아이에스
66970,엘앤에프
156100,엘앤케이바이오
73110,엘엠에스
83310,엘오티베큠
37950,엘컴텍
170920,엘티씨
183350,엘피케이
58630,엠게임
58970,엠로
19590,엠벤처투자
97520,엠씨넥스
225860,엠앤씨생명과학
9780,엠에스씨
123040,엠에스오토텍
251960,엠에프엠코리아
32790,엠젠플러스
33160,엠케이전자
259630,엠플러스
115960,연우
90740,연이정보통신
14440,영보화학
7530,영신금속
143540,영우디에스피
111770,영원무역
9970,영원무역홀딩스
36180,영인프런티어
3520,영진약품
670,영풍
36560,영풍정밀
6740,영풍제지
242850,영현무역
12280,영화금속
265560,영화테크
12160,영흥철강
36000,예림당
53280,예스24
15360,예스코홀딩스
122640,예스티
179720,옐로페이
900300,오가닉티코스메틱
45060,오공
80520,오디텍
7310,오뚜기
39830,오로라
46120,오르비텍
14940,오리엔탈정공
2630,오리엔트바이오
65500,오리엔트정공
271560,오리온
1800,오리온홀딩스
10470,오리콤
227420,오백볼트
53980,오상자이엘
52420,오성첨단소재
241790,오션브릿지
39200,오스코텍
226400,오스테오닉
31510,오스템
48260,오스템임플란트
138080,오이솔루션
80580,오킨스전자
67170,오텍
173130,오파스넷
49480,오픈베이스
57540,옴니시스템
57680,옴니텔
123010,옵토팩
82210,옵트론텍
109080,옵티시스
52770,와이디온라인
57030,와이비엠넷
122990,와이솔
232140,와이아이케이
67900,와이엔텍
155650,와이엠씨
251370,와이엠티
66430,와이오엠
193250,와이제이엠게임즈
19210,와이지-원
122870,와이지엔터테인먼트
79000,와토스코리아
900180,완리
70960,용평리조트
114630,우노앤컴퍼니
32820,우리기술
41190,우리기술투자
115440,우리넷
4720,우리들제약
118000,우리들휴브레인
46970,우리로
215360,우리산업
72470,우리산업홀딩스
73560,우리손에프앤지
30,우리은행
153490,우리이앤엘
82850,우리이티아이
37400,우리조명
10050,우리종금
101170,우림기계
6980,우성사료
194610,우성아이비
66590,우수AMS
17370,우신시스템
46940,우원개발
215380,우정바이오
65680,우주일렉트로
105840,우진
18620,우진비앤지
49800,우진플라임
16880,웅진
95720,웅진씽크빅
103130,웅진에너지
5820,원림
32940,원익
240810,원익IPS
74600,원익QnC
104830,원익머트리얼즈
14190,원익큐브
123100,원익테라세미콘
30530,원익홀딩스
12620,원일특강
216280,원텍
8370,원풍
8290,원풍물산
101160,월덱스
95270,웨이브일렉트로
10600,웰바이오텍
65950,웰크론
114190,웰크론강원
76080,웰크론한텍
196700,웹스
69080,웹젠
26260,위너지스
44340,위닉스
112040,위메이드
65370,위세아이텍
140660,위월드
38620,위즈코프
36090,위지트
136540,윈스
97800,윈팩
192390,윈하이텍
8600,윌비스
33270,유나이티드제약
14830,유니드
36200,유니셈
18000,유니슨
910,유니온
47400,유니온머티리얼
203450,유니온커뮤니티
11330,유니켐
77500,유니퀘스트
11320,유니크
86390,유니테스트
241690,유니테크노
142210,유니트론텍
121060,유니포인트
48430,유라테크
206650,유바이오로직스
89850,유비벨록스
84440,유비온
32620,유비케어
264450,유비쿼스
78070,유비쿼스홀딩스
2920,유성기업
24800,유성티엔에스
700,유수홀딩스
54930,유신
252370,유쎌
69330,유아이디
49520,유아이엘
3470,유안타증권
3475,유안타증권우
56090,유앤아이
11690,유양디앤유
263770,유에스티
72130,유엔젤
220,유유제약
225,유유제약1우
227,유유제약2우B
195990,유지인트
23410,유진기업
56080,유진로봇
84370,유진테크
1200,유진투자증권
178780,유테크
221800,유투바이오
179900,유티아이
100,유한양행
105,유한양행우
3460,유화증권
3465,유화증권우
191410,육일씨엔에쓰
8730,율촌화학
44960,이-글 벳
8250,이건산업
39020,이건홀딩스
25820,이구산업
60230,이그잭스
67920,이글루시큐리티
214320,이노션
73490,이노와이어리스
215790,이노인스트루먼트
88390,이녹스
272290,이녹스첨단소재
53350,이니텍
258610,이더블유케이
33110,이디
41520,이라이콤
54210,이랜텍
65440,이루온
139480,이마트
36260,이매진아시아
115610,이미지스
225440,이베스트스팩3호
78020,이베스트투자증권
208850,이비테크
80010,이상네트웍스
86890,이수앱지스
7660,이수페타시스
5950,이수화학
15020,이스타코
47560,이스트소프트
900110,이스트아시아홀딩스
67010,이씨에스
93230,이아이디
223310,이에스브이
241510,이에스산업
52190,이에스에이
226360,이엑스티
101360,이엔드디
102710,이엔에프테크놀로지
94190,이엘케이
63760,이엘피
123570,이엠넷
95190,이엠코리아
91120,이엠텍
232530,이엠티
102460,이연제약
39030,이오테크닉스
88290,이원컴포텍
84680,이월드
33600,이젠텍
181340,이즈미디어
35810,이지바이오
90850,이지웰페어
92130,이크레더블
16250,이테크건설
96040,이트론
134060,이퓨쳐
1840,이화공영
760,이화산업
24810,이화전기
14990,인디에프
41830,인바디
79950,인베니아
62580,인산가
60150,인선이엔티
33230,인성정보
6490,인스코비
37330,인지디스플레
23800,인지컨트롤스
34590,인천도시가스
211050,인카금융서비스
83640,인콘
216050,인크로스
49070,인탑스
119610,인터로조
158310,인터불스
17250,인터엠
129260,인터지스
240340,인터코스
108790,인터파크
35080,인터파크홀딩스
51370,인터플렉스
64290,인텍플러스
189300,인텔리안테크
150840,인트로메딕
48530,인트론바이오
23810,인팩
175140,인포마크
115310,인포바인
39290,인포뱅크
41020,인프라웨어
247300,인프라웨어테크놀러지
71200,인피니트헬스케어
101930,인화정공
78940,일경산업개발
249420,일동제약
230,일동홀딩스
13360,일성건설
13367,일성건설2우B
3120,일성신약
68330,일신바이오
3200,일신방직
7110,일신석재
58450,일야
7570,일양약품
7575,일양약품우
8500,일정실업
19540,일지테크
81000,일진다이아
20760,일진디스플
20150,일진머티리얼즈
103590,일진전기
94820,일진파워
15860,일진홀딩스
226320,잇츠한불
950140,잉글우드랩
49550,잉크테크
230400,자비스
43910,자연과환경
234920,자이글
33240,자화전자
174880,장원테크
49630,재영솔루텍
950,전방
120780,전우정밀
65530,전파기지국
208140,정다운
22220,정산애강
40420,정상제이엘에스
45510,정원엔시스
65620,제낙스
217190,제너셈
95700,제넥신
66830,제노텍
187420,제노포커스
225220,제놀루션
123330,제닉
159580,제로투세븐
147830,제룡산업
33100,제룡전기
19570,제미니투자
79370,제우스
54950,제이브이엠
96690,제이스테판
90470,제이스텍
137950,제이씨케미칼
33320,제이씨현시스템
194370,제이에스코퍼레이션
26040,제이에스티나
250300,제이에스피브이
126880,제이엔케이히터
33050,제이엠아이
94970,제이엠티
58420,제이웨이
25620,제이준코스메틱
36420,제이콘텐트리
89790,제이티
30000,제일기획
52670,제일바이오
271980,제일약품
1560,제일연마
23440,제일제강
38010,제일테크노스
2620,제일파마홀딩스
3380,제일홀딩스
80220,제주반도체
6220,제주은행
89590,제주항공
229000,젠큐릭스
82270,젬백스
44060,조광ILI
4910,조광페인트
4700,조광피혁
1550,조비
480,조선내화
120030,조선선재
34940,조아제약
101730,조이맥스
67000,조이시티
18470,조일알미늄
2600,조흥
185750,종근당
63160,종근당바이오
1630,종근당홀딩스
33340,좋은사람들
221670,주노콜렉션
36930,주성엔지니어링
44380,주연테크
229480,줌인터넷
51980,중앙리빙테크
72020,중앙백신
440,중앙에너비스
54180,중앙오션
228760,지노믹트리
43610,지니뮤직
263860,지니언스
155960,지디
208350,지란지교시큐리티
138290,지성이씨에스
114570,지스마트글로벌
51160,지어소프트
53050,지에스이
119850,지엔씨에너지
65060,지엔코
204840,지엘팜텍
13870,지엠비코리아
18290,지엠피
71320,지역난방공사
135160,지오씨
111820,지와이커머스
10580,지코
35000,지투알
115450,지트리비앤티
219750,지티지웰니스
88790,진도
18120,진로발효
109820,진매트릭스
86060,진바이오텍
36890,진성티이씨
3780,진양산업
7370,진양제약
10640,진양폴리
100250,진양홀딩스
51630,진양화학
272450,진에어
11000,진원생명과학
2780,진흥기업
2787,진흥기업2우B
2785,진흥기업우B
85660,차바이오텍
900040,차이나그레이트
900090,차이나하오란
9310,참엔지니어링
94850,참좋은여행
4650,창해에탄올
650,천일고속
140290,청광종건
96240,청담러닝
13720,청보산업
12600,청호컴넷
66360,체리부로
33250,체시스
47820,초록뱀
94360,칩스앤미디어
16920,카스
220250,카이노스메드
35720,카카오
16170,카카오M
42000,카페24
6380,카프로
71850,캐스텍코리아
180400,캔서롭
50110,캠시스
109070,컨버즈
900310,컬러레이
78340,컴투스
205290,케미메디
263700,케어랩스
214370,케어젠
221980,케이디켐
43290,케이맥
250930,케이비제10호스팩
258790,케이비제11호스팩
232270,케이비제9호스팩
192250,케이사인
29460,케이씨
115500,케이씨에스
281820,케이씨텍
89150,케이씨티
25880,케이씨피드
93320,케이아이엔엑스
73010,케이에스피
105330,케이엔더블유
39420,케이엘넷
83550,케이엠
32500,케이엠더블유
237720,케이엠제약
145270,케이탑리츠
58860,케이티스
64820,케이프
256940,케이피에스
24880,케이피에프
42040,케이피엠테크
54410,케이피티
217600,켐온
89010,켐트로닉스
220260,켐트로스
52400,코나아이
94860,코닉글로리
46070,코다코
47770,코데즈컴바인
80530,코디
224060,코디엠
78650,코렌
104540,코렌텍
27050,코리아나
7815,코리아써우
7810,코리아써키트
00781K,코리아써키트2우B
101670,코리아에스이
123410,코리아에프티
152330,코리아오토글라스
3690,코리안리
36690,코맥스
49430,코메론
183300,코미코
41960,코미팜
89890,코세스
9730,코센
189350,코셋
192820,코스맥스
44820,코스맥스비티아이
241710,코스메카코리아
5070,코스모신소재
5420,코스모화학
69110,코스온
71950,코아스
166480,코아스템
45970,코아시아홀딩스
29960,코엔텍
2020,코오롱
3070,코오롱글로벌
3075,코오롱글로벌우
144620,코오롱머티리얼
102940,코오롱생명과학
2025,코오롱우
120110,코오롱인더
120115,코오롱인더우
950160,코오롱티슈진(Reg.S)
138490,코오롱플라스틱
21240,코웨이
33290,코웰패션
56360,코위버
121850,코이즈
15710,코콤
52330,코텍
126600,코프라
200130,콜마비앤에이치
31820,콤텍시스템
225650,쿠첸
192400,쿠쿠홀딩스
284740,쿠쿠홈시스
60280,큐렉소
15590,큐로
40350,큐로컴
51780,큐로홀딩스
115180,큐리언트
182360,큐브엔터
66310,큐에스아이
136660,큐엠씨
16600,큐캐피탈
264900,크라운제과
26490K,크라운제과우
5740,크라운해태홀딩스
5745,크라운해태홀딩스우
58530,크레아플래닛
215570,크로넥스
43590,크로바하이텍
114120,크루셜텍
83790,크리스탈
900250,크리스탈신소재
45520,크린앤사이언스
214150,클래시스
237880,클리오
20120,키다리스튜디오
226850,키움스팩4호
39490,키움증권
12170,키위미디어그룹
54780,키이스트
219130,타이거일렉
180060,탑선
65130,탑엔지니어링
15890,태경산업
235090,태경피엔에스
6890,태경화학
23160,태광
3240,태광산업
11280,태림포장
53620,태양
4100,태양금속
4105,태양금속우
116100,태양기계
72520,태양씨앤엘
9410,태영건설
9415,태영건설우
44490,태웅
1420,태원물산
7980,태평양물산
191420,테고사이언스
182690,테라셈
66700,테라젠이텍스
95610,테스
131970,테스나
55490,테이팩스
89030,테크윙
54450,텔레칩스
91440,텔레필드
196450,텔루스
78000,텔코웨어
200230,텔콘
214420,토니모리
215480,토박스코리아
51360,토비스
45340,토탈소프트
57880,토필드
108230,톱텍
79970,투비소프트
66410,투윈글로벌
199800,툴젠
140890,트러스제7호
52290,트레이스
105550,트루윈
26150,특수건설
33830,티비씨
228180,티씨엠생명과학
64760,티씨케이
277880,티에스아이
131290,티에스이
246690,티에스인베스트먼트
19180,티에이치엔
62860,티엘아이
4870,티웨이홀딩스
191600,티케이씨
104480,티케이케미칼
81150,티플랙스
130740,티피씨글로벌
217880,틸론
84730,팅크웨어
46210,파나진
34230,파라다이스
33540,파라텍
43200,파루
217950,파마리서치바이오
214450,파마리서치프로덕트
5690,파미셀
177830,파버나인
37070,파세코
150900,파수닷컴
47310,파워로직스
170790,파이오링크
49120,파인디앤씨
38950,파인디지털
278990,파인이엠텍
106240,파인테크닉스
131760,파인텍
140860,파크시스템스
91700,파트론
194510,파티게임즈
38160,팍스넷
202960,판도라티비
32800,판타지오
43090,팜스웰바이오
36580,팜스코
27710,팜스토리
225590,패션플랫폼
54300,팬스타엔터프라이즈
68050,팬엔터테인먼트
28670,팬오션
222110,팬젠
10820,퍼스텍
16800,퍼시스
60900,퍼시픽바이오
263750,펄어비스
1020,페이퍼코리아
87010,펩트론
90080,평화산업
43370,평화정공
10770,평화홀딩스
119500,포메탈
16670,포비스티앤씨
56730,포스링크
22100,포스코 ICT
58430,포스코강판
47050,포스코대우
9520,포스코엠텍
3670,포스코켐텍
189690,포시에스
176560,포인트엔지니어링
141020,포티스
39230,폭스브레인
7630,폴루스바이오팜
5670,푸드웰
94940,푸른기술
7330,푸른저축은행
17810,풀무원
93380,풍강
23900,풍국주정
103140,풍산
5810,풍산홀딩스
195440,퓨전데이타
214270,퓨쳐스트림네트웍스
220100,퓨쳐켐
35200,프럼파스트
203690,프로스테믹스
53610,프로텍
53160,프리엠스
75130,플랜티넷
222670,플럼라인생명과학
23770,플레이위드
266870,플렉스파워에이더블유에스
150440,피노텍
32580,피델릭스
258250,피시피아비아이티
51380,피씨디렉트
241820,피씨엘
237750,피앤씨테크
131390,피앤이솔루션
54340,피앤텔
24850,피에스엠씨
31980,피에스케이
2230,피에스텍
242350,피엔아이컴퍼니
239890,피엔에이치테크
137400,피엔티
144740,피엠디아카데미
128660,피제이메탈
6140,피제이전자
87600,픽셀플러스
33180,필룩스
64800,필링크
161580,필옵틱스
270520,하나금융10호스팩
230240,하나금융7호스팩
261200,하나금융9호스팩
86790,하나금융지주
99340,하나니켈1호
99350,하나니켈2호
67310,하나마이크론
166090,하나머티리얼즈
39130,하나투어
136480,하림
24660,하림홀딩스
233990,하우동천
172580,하이골드12호
153360,하이골드3호
159650,하이골드8호
149980,하이로닉
13030,하이록코리아
126700,하이비젼시스템
200470,하이셈
71090,하이스틸
235010,하이에이아이1호스팩
217500,하이제3호스팩
221840,하이즈항공
106190,하이텍팜
19490,하이트론
80,하이트진로
87,하이트진로2우B
140,하이트진로홀딩스
145,하이트진로홀딩스우
66130,하츠
240540,한국4호스팩
152550,한국ANKOR유전
4590,한국가구
36460,한국가스공사
39340,한국경제TV
5430,한국공항
71050,한국금융지주
71055,한국금융지주우
34950,한국기업평가
10040,한국내화
25540,한국단자
222980,한국맥널티
226610,한국비엔씨
4090,한국석유
25550,한국선재
2960,한국쉘석유
17890,한국알콜
2000,한국유리
2005,한국유리우
123890,한국자산신탁
15760,한국전력
63570,한국전자금융
41460,한국전자인증
6200,한국전자홀딩스
101680,한국정밀기계
39740,한국정보공학
53300,한국정보인증
25770,한국정보통신
271740,한국제5호스팩
281410,한국제6호스팩
2300,한국제지
23350,한국종합기술
25890,한국주강
970,한국주철관
104700,한국철강
17960,한국카본
23760,한국캐피탈
54040,한국컴퓨터
50540,한국코퍼레이션
161890,한국콜마
24720,한국콜마홀딩스
21650,한국큐빅
161390,한국타이어
240,한국타이어월드와이드
53590,한국테크놀로지
34830,한국토지신탁
7280,한국특수형강
168490,한국패러랠
37230,한국팩키지
10100,한국프랜지
47810,한국항공우주
123690,한국화장품
3350,한국화장품제조
30520,한글과컴퓨터
52600,한네트
11500,한농화성
2390,한독
14790,한라
92460,한라IMS
60980,한라홀딩스
53690,한미글로벌
42700,한미반도체
8930,한미사이언스
128940,한미약품
47080,한빛소프트
9240,한샘
20000,한섬
3680,한성기업
105630,한세실업
69640,한세엠케이
16450,한세예스24홀딩스
10420,한솔PNS
9180,한솔로지스틱스
70300,한솔시큐어
99660,한솔신텍
221610,한솔씨앤피
70590,한솔인티큐브
213500,한솔제지
14680,한솔케미칼
4710,한솔테크닉스
4150,한솔홀딩스
25750,한솔홈데코
42520,한스바이오메드
4960,한신공영
11700,한신기계
78350,한양디지텍
45100,한양이엔지
1750,한양증권
1755,한양증권우
18880,한온시스템
9420,한올바이오파마
14130,한익스프레스
46110,한일네트웍스
24740,한일단조
5860,한일사료
3300,한일시멘트
123840,한일진공
2220,한일철강
7770,한일화학
51600,한전KPS
52690,한전기술
130660,한전산업
107640,한중엔시에스
2320,한진
97230,한진중공업
3480,한진중공업홀딩스
180640,한진칼
18064K,한진칼우
5110,한창
79170,한창산업
9460,한창제지
86960,한컴MDS
54920,한컴시큐어
215090,한컴유니맥스
77280,한컴지엠디
2680,한탑
66110,한프
880,한화
00088K,한화3우B
27390,한화갤러리아타임월드
88350,한화생명
370,한화손해보험
265920,한화수성스팩
12450,한화에어로스페이스
264290,한화에이스스팩3호
279410,한화에이스스팩4호
885,한화우
9830,한화케미칼
9835,한화케미칼우
3530,한화투자증권
3535,한화투자증권우
102210,해덕파워웨이
220630,해마로푸드서비스
195870,해성디에스
34810,해성산업
76610,해성옵틱스
101530,해태제과식품
220180,핸디소프트
143210,핸즈코퍼레이션
8800,행남사
900270,헝셩그룹
720,현대건설
267270,현대건설기계
725,현대건설우
170030,현대공업
5440,현대그린푸드
86280,현대글로비스
64350,현대로템
79430,현대리바트
12330,현대모비스
10620,현대미포조선
69960,현대백화점
4560,현대비앤지스틸
4565,현대비앤지스틸우
12630,현대산업
11760,현대상사
11200,현대상선
6390,현대시멘트
48410,현대아이비티
4310,현대약품
126560,현대에이치씨엔
17800,현대엘리베이
11210,현대위아
267260,현대일렉트릭
26180,현대정보기술
4020,현대제철
9540,현대중공업
267250,현대중공업지주
5380,현대차
5387,현대차2우B
5389,현대차3우B
5385,현대차우
1500,현대차투자증권
227840,현대코퍼레이션홀딩스
39010,현대통신
1450,현대해상
57050,현대홈쇼핑
204990,현성바이탈
92300,현우산업
53660,현진소재
11080,형지I&C
93240,형지엘리트
3010,혜인
111110,호전실업
8770,호텔신라
8775,호텔신라우
60560,홈센타홀딩스
64240,홈캐스트
39610,화성밸브
2460,화성산업
13520,화승알앤에이
241590,화승엔터프라이즈
6060,화승인더
10690,화신
126640,화신정공
86250,화신테크
204630,화이브라더스코리아
133820,화인베스틸
61250,화일약품
134780,화진
10660,화천기계
850,화천기공
16580,환인제약
32560,황금에스티
4800,효성
94280,효성ITX
97870,효성오앤비
93370,후성
50090,휘닉스소재
81660,휠라코리아
5870,휴니드
284420,휴럼
205470,휴마시스
115160,휴맥스
28080,휴맥스홀딩스
200670,휴메딕스
212310,휴벡셀
79980,휴비스
65510,휴비츠
5010,휴스틸
243070,휴온스
84110,휴온스글로벌
145020,휴젤
69260,휴켐스
24060,흥구석유
10240,흥국
189980,흥국에프엔비
540,흥국화재
547,흥국화재2우B
545,흥국화재우
3280,흥아해운
37440,희림
238490,힘스